host_is_superhost,city,country,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,number_of_reviews,review_scores_rating,instant_bookable,calculated_host_listings_count
f,Port Phillip,Australia,-37.85943394,144.9728379,Entire home/apt,4,1.0,2.0,2.0,109,2,9,89.0,f,42
t,Moreland,Australia,-37.76001631,144.9648118,Private room,1,3.0,1.0,1.0,35,6,7,100.0,t,9
f,Darebin,Australia,-37.75861028,144.9892774,Entire home/apt,4,1.5,3.0,3.0,140,5,5,95.0,f,3
t,Whitehorse,Australia,-37.8149271,145.1168271,Entire home/apt,4,1.0,1.0,1.0,80,4,31,96.0,t,2
t,Yarra,Australia,-37.81265596,145.013688,Entire home/apt,5,2.0,2.0,3.0,174,3,1,100.0,t,2
f,Stonnington,Australia,-37.83921268,144.989181,Private room,1,1.0,1.0,1.0,379,2,2,100.0,t,1
t,Greater Dandenong,Australia,-37.94692725,145.1454497,Private room,1,1.0,2.0,2.0,37,2,14,97.0,f,1
f,Melbourne,Australia,-37.8275118,144.9549201,Private room,2,1.0,1.0,1.0,84,3,7,100.0,f,2
f,Monash,Australia,-37.91300473,145.1206593,Private room,2,1.0,1.0,1.0,40,1,11,91.0,t,4
f,Moonee Valley,Australia,-37.72874219,144.8810078,Entire home/apt,4,1.0,2.0,3.0,109,4,47,91.0,t,1
t,Whitehorse,Australia,-37.81257293,145.1204114,Private room,2,1.5,1.0,1.0,55,1,20,100.0,f,4
f,Melbourne,Australia,-37.81483936,144.9528754,Entire home/apt,3,1.0,0.0,2.0,100,1,103,89.0,t,40
f,Yarra Ranges,Australia,-37.60013998,145.3712213,Entire home/apt,2,1.0,0.0,1.0,100,1,2,100.0,f,4
f,Port Phillip,Australia,-37.83495505,144.9359666,Entire home/apt,6,1.0,2.0,2.0,275,4,1,100.0,f,1
f,Darebin,Australia,-37.77945974,145.0241442,Private room,2,1.0,1.0,1.0,40,5,3,80.0,t,1
f,Melbourne,Australia,-37.80970226,144.9652183,Private room,2,1.0,1.0,1.0,55,7,1,100.0,t,1
f,Boroondara,Australia,-37.82854514,145.0283926,Entire home/apt,4,2.0,2.0,2.0,100,2,2,70.0,f,1
f,Melbourne,Australia,-37.81000287,144.9632908,Entire home/apt,4,1.0,1.0,2.0,120,1,39,91.0,t,90
f,Moonee Valley,Australia,-37.77692296,144.912449,Private room,4,1.0,1.0,3.0,44,1,29,93.0,t,5
t,Wyndham,Australia,-37.90909713,144.7582649,Private room,2,1.0,2.0,1.0,35,1,17,94.0,f,1
f,Melton,Australia,-37.61751988,144.5325867,Entire home/apt,16,1.0,0.0,1.0,25,1,1,80.0,t,13
f,Hobsons Bay,Australia,-37.86738128,144.9018168,Private room,1,1.0,1.0,1.0,84,3,4,100.0,f,1
f,Melbourne,Australia,-37.80729104,144.9669997,Private room,2,1.5,1.0,1.0,62,3,5,96.0,f,1
t,Kingston,Australia,-37.96914153,145.057439,Entire home/apt,4,1.0,1.0,3.0,100,4,54,96.0,t,1
f,Port Phillip,Australia,-37.87038568,144.976176,Entire home/apt,2,1.0,1.0,1.0,169,3,39,99.0,f,1
f,Melbourne,Australia,-37.81435828,144.9424487,Entire home/apt,4,1.0,2.0,2.0,190,4,17,93.0,f,1
f,Moreland,Australia,-37.77598624,144.9596241,Entire home/apt,4,1.0,2.0,3.0,109,4,6,96.0,t,1
f,Yarra,Australia,-37.8047686,144.9861142,Entire home/apt,3,1.0,1.0,1.0,115,3,3,80.0,f,1
f,Banyule,Australia,-37.73548826,145.0487901,Private room,2,1.0,1.0,1.0,30,2,2,70.0,f,2
f,Yarra,Australia,-37.80188576,144.9853478,Private room,2,1.5,1.0,1.0,109,2,3,70.0,t,2
f,Melbourne,Australia,-37.79696988,144.9557231,Private room,2,1.0,1.0,1.0,55,1,5,88.0,f,17
f,Moreland,Australia,-37.75822868,144.9587068,Private room,2,1.5,1.0,1.0,71,2,3,93.0,t,1
f,Yarra,Australia,-37.78329323,144.9712821,Entire home/apt,1,1.0,1.0,1.0,30,1,3,100.0,t,1
f,Melbourne,Australia,-37.81458912,144.9536012,Entire home/apt,6,2.0,3.0,3.0,219,2,18,81.0,t,10
f,Melbourne,Australia,-37.82538094,144.9626303,Entire home/apt,2,1.0,1.0,1.0,100,2,16,96.0,f,1
f,Glen Eira,Australia,-37.90032993,145.0111819,Entire home/apt,3,1.0,2.0,2.0,71,7,2,100.0,t,1
t,Knox,Australia,-37.8525582,145.2964007,Private room,1,1.0,1.0,1.0,29,2,14,99.0,f,1
f,Melbourne,Australia,-37.81030806,144.9602569,Entire home/apt,4,1.0,2.0,2.0,150,2,18,86.0,f,1
f,Darebin,Australia,-37.7422451,145.0054147,Private room,2,2.0,1.0,1.0,50,1,10,100.0,t,9
t,Hobsons Bay,Australia,-37.85710058,144.8963532,Entire home/apt,5,1.0,3.0,3.0,120,2,34,95.0,f,1
f,Port Phillip,Australia,-37.88790442,144.9871613,Entire home/apt,2,1.0,1.0,1.0,84,2,12,95.0,t,1
t,Yarra,Australia,-37.78507377,144.967926,Entire home/apt,3,1.0,0.0,1.0,150,1,21,95.0,f,1
f,Manningham,Australia,-37.78417828,145.128787,Entire home/apt,6,2.5,2.0,3.0,155,1,42,88.0,f,26
t,Moreland,Australia,-37.76576125,144.9700385,Entire home/apt,3,1.0,1.0,2.0,161,3,7,93.0,f,10
f,Port Phillip,Australia,-37.87515808,144.9850872,Entire home/apt,4,2.0,2.0,2.0,150,2,14,99.0,f,3
f,Brimbank,Australia,-37.69795426,144.7563405,Private room,1,1.5,1.0,1.0,30,1,6,97.0,t,6
t,Moreland,Australia,-37.7258664,144.9338237,Entire home/apt,2,1.0,0.0,1.0,69,1,19,96.0,t,3
f,Boroondara,Australia,-37.82969155,145.0540335,Entire home/apt,4,2.0,2.0,2.0,158,3,21,89.0,f,1
t,Stonnington,Australia,-37.83858005,144.9938721,Entire home/apt,2,1.0,1.0,1.0,105,1,16,96.0,t,2
f,Melbourne,Australia,-37.81517183,144.9550955,Entire home/apt,6,2.0,2.0,3.0,165,1,158,88.0,t,40
t,Melbourne,Australia,-37.80738547,144.9613536,Entire home/apt,6,2.0,3.0,3.0,898,1,18,93.0,t,38
f,Stonnington,Australia,-37.8393118,144.9931675,Entire home/apt,6,2.0,3.0,4.0,898,1,2,100.0,t,4
f,Melbourne,Australia,-37.79489622,144.9450305,Private room,2,1.0,1.0,1.0,80,1,2,100.0,t,1
f,Darebin,Australia,-37.7730283,145.0153311,Private room,2,1.0,0.0,1.0,65,4,5,92.0,f,3
t,Glen Eira,Australia,-37.89725782,145.0057337,Entire home/apt,4,1.5,2.0,3.0,190,3,9,95.0,t,2
f,Port Phillip,Australia,-37.84932712,144.9644217,Private room,3,1.0,2.0,2.0,100,1,33,99.0,f,1
f,Port Phillip,Australia,-37.86611858,144.9845994,Entire home/apt,4,1.0,2.0,2.0,186,2,72,91.0,f,55
f,Melbourne,Australia,-37.8151324,144.9468957,Entire home/apt,5,2.0,2.0,2.0,170,1,4,85.0,t,2
t,Yarra,Australia,-37.79221458,144.9782507,Private room,2,1.0,1.0,1.0,69,1,34,97.0,t,2
f,Moreland,Australia,-37.7637546,144.9753253,Entire home/apt,4,1.0,2.0,2.0,97,7,1,80.0,t,1
f,Melbourne,Australia,-37.80571349,144.9617412,Private room,1,2.0,2.0,1.0,55,4,7,91.0,f,1
f,Melbourne,Australia,-37.82503059,144.9629268,Private room,2,1.0,1.0,1.0,30,1,4,85.0,t,1
f,Wyndham,Australia,-37.89921247,144.7297212,Private room,6,2.5,3.0,3.0,421,1,1,100.0,f,8
f,Yarra,Australia,-37.80014485,144.9750069,Private room,2,1.0,1.0,1.0,37,1,7,93.0,t,2
t,Melbourne,Australia,-37.81464539,144.953912,Private room,2,1.0,1.0,1.0,75,1,12,93.0,f,1
f,Moonee Valley,Australia,-37.74916361,144.9179665,Private room,1,1.5,1.0,1.0,50,1,23,96.0,t,1
f,Yarra,Australia,-37.79795678,144.9750921,Private room,2,1.0,1.0,1.0,66,1,44,88.0,t,3
t,Darebin,Australia,-37.74823198,145.0150926,Entire home/apt,4,1.5,2.0,3.0,132,1,19,97.0,f,1
f,Melbourne,Australia,-37.80986507,144.959429,Entire home/apt,3,1.0,1.0,2.0,107,5,1,100.0,t,87
t,Darebin,Australia,-37.78179406,145.0165393,Entire home/apt,4,1.0,2.0,2.0,91,7,1,80.0,f,3
t,Port Phillip,Australia,-37.85943316,144.9819011,Entire home/apt,4,2.0,2.0,2.0,140,2,25,97.0,t,1
f,Moreland,Australia,-37.77153534,144.9477197,Entire home/apt,4,1.0,2.0,2.0,100,3,2,80.0,t,1
f,Melbourne,Australia,-37.80786783,144.9605494,Entire home/apt,3,1.0,1.0,2.0,109,1,10,82.0,t,36
f,Melbourne,Australia,-37.81604498,144.9530583,Entire home/apt,3,1.0,1.0,1.0,109,2,15,96.0,t,2
f,Melbourne,Australia,-37.81916781,144.9486168,Entire home/apt,4,1.0,1.0,2.0,125,1,5,76.0,t,90
f,Yarra,Australia,-37.81817687,145.0077649,Entire home/apt,4,1.0,2.0,2.0,161,3,7,97.0,t,66
f,Darebin,Australia,-37.7514729,145.0008436,Entire home/apt,4,1.0,2.0,2.0,96,3,4,90.0,f,1
t,Yarra Ranges,Australia,-37.7586823,145.6982848,Private room,2,1.0,1.0,2.0,75,1,57,100.0,t,1
f,Melbourne,Australia,-37.80875672,144.9601857,Entire home/apt,2,1.0,1.0,1.0,109,1,22,96.0,t,2
t,Darebin,Australia,-37.70493262,145.051819,Entire home/apt,7,1.0,3.0,4.0,138,4,44,97.0,f,1
f,Melbourne,Australia,-37.81383307,144.9533324,Entire home/apt,4,1.0,2.0,2.0,251,1,53,86.0,t,1
f,Melbourne,Australia,-37.81491618,144.9533486,Entire home/apt,4,1.0,0.0,2.0,108,1,1,100.0,f,23
t,Melbourne,Australia,-37.81631746,144.9679682,Entire home/apt,3,1.0,1.0,2.0,169,1,95,99.0,f,6
f,Melbourne,Australia,-37.81939049,144.9433318,Entire home/apt,4,1.0,2.0,2.0,150,1,2,100.0,f,9
t,Port Phillip,Australia,-37.83430788,144.9669202,Entire home/apt,6,2.0,3.0,4.0,300,3,29,98.0,t,2
f,Darebin,Australia,-37.76315408,144.9857754,Private room,1,1.5,1.0,1.0,36,1,17,99.0,f,1
f,Melbourne,Australia,-37.81011292,144.9597833,Entire home/apt,2,1.0,1.0,2.0,129,14,11,90.0,f,5
f,Stonnington,Australia,-37.84408726,144.9991688,Entire home/apt,4,1.0,2.0,2.0,150,2,20,94.0,t,2
f,Melbourne,Australia,-37.8113194,144.9761735,Entire home/apt,2,1.0,0.0,1.0,94,90,1,100.0,t,47
t,Port Phillip,Australia,-37.85822134,144.9796849,Entire home/apt,6,1.0,2.0,2.0,100,2,159,95.0,t,67
f,Port Phillip,Australia,-37.86225291,144.991433,Entire home/apt,2,1.0,1.0,1.0,109,7,18,92.0,f,1
t,Melbourne,Australia,-37.81708367,144.970216,Entire home/apt,2,1.0,1.0,1.0,161,3,151,100.0,t,5
f,Darebin,Australia,-37.75068851,145.0184222,Entire home/apt,5,1.0,3.0,3.0,115,6,3,100.0,f,1
f,Stonnington,Australia,-37.83539878,144.9923793,Entire home/apt,2,1.0,0.0,1.0,84,14,2,80.0,t,47
f,Moreland,Australia,-37.7416807,144.9781111,Private room,2,1.0,1.0,1.0,40,1,2,90.0,f,1
f,Melbourne,Australia,-37.8082444,144.9620452,Entire home/apt,5,2.0,2.0,3.0,186,1,40,93.0,t,24
t,Melbourne,Australia,-37.81584973,144.9707426,Entire home/apt,3,1.0,1.0,1.0,109,1,64,97.0,t,4
f,Melbourne,Australia,-37.81609686,144.953706,Entire home/apt,8,2.0,2.0,4.0,169,1,31,90.0,t,3
t,Knox,Australia,-37.8898448,145.2211281,Entire home/apt,6,1.0,3.0,4.0,174,1,38,95.0,t,1
f,Banyule,Australia,-37.75654453,145.0633441,Entire home/apt,4,1.0,2.0,3.0,172,2,6,97.0,t,47
f,Melbourne,Australia,-37.80237039,144.9632321,Private room,2,1.0,1.0,1.0,80,5,2,80.0,f,1
f,Melbourne,Australia,-37.8159212,144.9884703,Entire home/apt,2,1.0,0.0,1.0,100,2,2,100.0,f,2
f,Melbourne,Australia,-37.81125454,144.9648293,Entire home/apt,4,1.0,0.0,2.0,190,3,16,94.0,t,8
f,Wyndham,Australia,-37.88102949,144.7329561,Entire home/apt,8,2.5,4.0,4.0,550,3,4,100.0,t,3
f,Melbourne,Australia,-37.82072884,144.9438124,Private room,2,2.0,1.0,1.0,75,1,2,100.0,t,2
f,Melbourne,Australia,-37.8085197,144.9629841,Entire home/apt,4,1.5,2.0,2.0,130,2,3,80.0,t,1
t,Melbourne,Australia,-37.79334828,144.9708477,Entire home/apt,4,2.0,2.0,2.0,148,1,24,94.0,t,2
f,Melbourne,Australia,-37.81691476,144.9726979,Entire home/apt,2,1.0,1.0,1.0,199,1,172,93.0,f,7
t,Knox,Australia,-37.90449762,145.2658901,Private room,4,1.0,2.0,2.0,65,1,23,98.0,t,1
f,Melbourne,Australia,-37.80091446,144.9651785,Private room,1,1.0,3.0,1.0,46,7,2,80.0,t,2
t,Moreland,Australia,-37.77111526,144.9684702,Entire home/apt,4,2.0,2.0,2.0,130,3,19,93.0,f,2
f,Wyndham,Australia,-37.84717784,144.6564446,Private room,2,1.0,1.0,1.0,40,1,5,100.0,t,1
f,Port Phillip,Australia,-37.87191406,144.9828321,Entire home/apt,2,1.0,1.0,1.0,120,2,8,100.0,t,1
f,Darebin,Australia,-37.75897072,144.9892279,Private room,1,1.5,1.0,1.0,50,2,29,94.0,f,3
f,Moonee Valley,Australia,-37.76489162,144.9111409,Private room,2,1.0,1.0,1.0,40,10,1,100.0,f,2
f,Port Phillip,Australia,-37.86416617,144.987411,Entire home/apt,4,1.0,1.0,2.0,100,2,30,85.0,t,1
f,Yarra,Australia,-37.8000897,145.0014937,Entire home/apt,2,1.0,2.0,2.0,66,5,2,100.0,f,1
f,Yarra,Australia,-37.81431265,145.0020302,Private room,2,1.0,1.0,1.0,84,1,16,99.0,f,1
f,Port Phillip,Australia,-37.86793539,144.9855912,Private room,1,1.0,1.0,1.0,68,130,16,100.0,f,1
t,Frankston,Australia,-38.14848404,145.1421251,Entire home/apt,4,1.5,2.0,2.0,138,4,7,97.0,f,5
f,Yarra,Australia,-37.78807055,144.9794038,Entire home/apt,6,2.5,3.0,3.0,800,3,9,93.0,f,1
f,Port Phillip,Australia,-37.86083603,145.0046567,Private room,1,1.0,1.0,1.0,35,3,2,90.0,t,1
t,Port Phillip,Australia,-37.86720211,144.9752935,Entire home/apt,2,1.0,1.0,1.0,120,1,30,96.0,f,1
f,Stonnington,Australia,-37.83578522,144.9928313,Entire home/apt,2,1.0,1.0,1.0,100,7,4,80.0,t,1
f,Port Phillip,Australia,-37.87847802,144.990687,Entire home/apt,4,1.0,2.0,0.0,280,2,28,98.0,t,1
t,Port Phillip,Australia,-37.85312434,144.9589593,Entire home/apt,6,1.0,2.0,2.0,195,3,51,99.0,t,5
t,Moonee Valley,Australia,-37.78732679,144.9258639,Private room,2,1.0,1.0,1.0,60,1,16,96.0,t,3
f,Melbourne,Australia,-37.82993928,144.9710154,Private room,4,1.0,1.0,2.0,130,3,11,96.0,f,2
f,Manningham,Australia,-37.77764855,145.1650302,Entire home/apt,10,3.0,4.0,6.0,299,2,42,91.0,t,1
t,Melbourne,Australia,-37.82299403,144.961548,Entire home/apt,6,2.0,2.0,5.0,500,2,12,98.0,t,10
f,Whitehorse,Australia,-37.83864599,145.1199696,Private room,2,1.0,3.0,2.0,40,1,1,60.0,f,1
f,Stonnington,Australia,-37.83669651,144.9873044,Entire home/apt,2,1.0,1.0,1.0,125,4,1,100.0,f,1
f,Melbourne,Australia,-37.82135987,144.9411314,Entire home/apt,6,1.0,2.0,4.0,180,2,99,99.0,t,2
f,Hume,Australia,-37.68846655,144.8707343,Entire home/apt,2,1.0,1.0,1.0,48,1,36,87.0,t,3
f,Moonee Valley,Australia,-37.78512908,144.9392465,Entire home/apt,4,1.0,2.0,2.0,90,2,10,90.0,f,1
f,Manningham,Australia,-37.77340238,145.1043724,Private room,2,1.0,1.0,1.0,71,1,1,100.0,t,2
f,Stonnington,Australia,-37.86333103,145.029625,Private room,2,1.0,1.0,1.0,48,3,2,100.0,f,1
f,Nillumbik,Australia,-37.5477874,145.2759589,Private room,4,1.0,2.0,2.0,65,1,13,100.0,t,1
t,Wyndham,Australia,-37.83818966,144.7086137,Private room,4,1.0,2.0,3.0,84,1,98,97.0,f,1
t,Yarra Ranges,Australia,-37.71068309,145.4845894,Entire home/apt,4,1.0,2.0,3.0,125,2,104,99.0,f,1
t,Melbourne,Australia,-37.81525148,144.9665103,Entire home/apt,4,1.0,2.0,3.0,210,3,13,98.0,f,2
f,Maribyrnong,Australia,-37.81431165,144.879212,Private room,2,1.5,1.0,1.0,35,1,3,93.0,t,1
f,Manningham,Australia,-37.78867091,145.1235751,Entire home/apt,4,1.0,2.0,3.0,141,2,2,90.0,t,15
t,Yarra Ranges,Australia,-37.83312619,145.3675823,Entire home/apt,2,1.5,1.0,2.0,329,2,4,100.0,f,2
f,Stonnington,Australia,-37.83718632,144.9934312,Entire home/apt,8,2.0,2.0,4.0,150,2,22,87.0,f,22
f,Maribyrnong,Australia,-37.79523264,144.8973824,Entire home/apt,2,1.0,1.0,1.0,75,3,1,100.0,t,1
f,Hobsons Bay,Australia,-37.86954019,144.8275034,Entire home/apt,2,1.0,1.0,1.0,84,6,13,91.0,f,1
f,Yarra,Australia,-37.79886226,145.000158,Entire home/apt,2,1.0,1.0,1.0,75,3,2,80.0,t,1
f,Boroondara,Australia,-37.81051952,145.0262218,Private room,2,1.0,1.0,1.0,69,3,6,100.0,f,1
f,Melbourne,Australia,-37.80982564,144.9613144,Private room,2,1.0,1.0,1.0,65,2,39,98.0,f,1
f,Melbourne,Australia,-37.8106851,144.9586273,Entire home/apt,2,1.0,1.0,1.0,140,2,6,90.0,t,16
f,Moreland,Australia,-37.69996423,144.915232,Private room,2,1.0,1.0,1.0,90,1,23,96.0,f,1
f,Yarra,Australia,-37.79689217,144.9803561,Entire home/apt,2,1.0,1.0,1.0,161,2,140,96.0,f,55
f,Port Phillip,Australia,-37.87370336,144.9850811,Entire home/apt,4,2.0,2.0,3.0,84,2,1,100.0,f,2
f,Yarra Ranges,Australia,-37.81604388,145.4973237,Entire home/apt,2,1.0,1.0,1.0,190,1,14,98.0,t,1
f,Melbourne,Australia,-37.8167265,144.9532809,Entire home/apt,4,1.0,1.0,2.0,114,1,145,95.0,t,98
f,Moreland,Australia,-37.76612985,144.969088,Private room,2,1.0,1.0,1.0,50,1,39,98.0,f,1
f,Port Phillip,Australia,-37.87969217,144.9828041,Private room,4,1.0,2.0,2.0,55,1,7,94.0,f,1
t,Melbourne,Australia,-37.80933625,144.9606112,Entire home/apt,3,1.0,1.0,2.0,129,1,32,99.0,f,2
t,Moreland,Australia,-37.76785041,144.9730814,Entire home/apt,4,1.0,2.0,2.0,71,2,99,98.0,f,1
f,Melbourne,Australia,-37.8207543,144.9560991,Entire home/apt,8,1.0,2.0,4.0,150,2,70,89.0,f,2
f,Melbourne,Australia,-37.82680129,144.9596468,Shared room,1,1.0,1.0,1.0,72,2,1,100.0,f,1
f,Glen Eira,Australia,-37.89572566,145.0097335,Private room,2,1.0,1.0,1.0,65,1,6,90.0,f,1
t,Port Phillip,Australia,-37.86138384,144.9842328,Private room,2,1.0,1.0,1.0,80,1,3,100.0,f,3
t,Yarra Ranges,Australia,-37.72005354,145.3035157,Entire home/apt,4,2.5,2.0,4.0,150,2,18,99.0,f,1
f,Melbourne,Australia,-37.81794885,144.9543152,Entire home/apt,3,1.5,1.0,1.0,120,1,4,100.0,f,4
f,Yarra Ranges,Australia,-37.6976728,145.389035,Entire home/apt,14,3.0,7.0,7.0,1501,2,3,93.0,f,1
t,Melbourne,Australia,-37.81173421,144.9848869,Entire home/apt,4,1.5,2.0,2.0,209,2,148,97.0,t,17
f,Melbourne,Australia,-37.81128633,144.9721785,Entire home/apt,2,1.0,1.0,1.0,91,5,80,85.0,t,3
t,Melbourne,Australia,-37.80051275,144.9497334,Private room,2,1.0,1.0,1.0,71,2,62,98.0,f,1
f,Hobsons Bay,Australia,-37.85777005,144.8968588,Entire home/apt,4,1.0,2.0,2.0,235,2,6,96.0,f,6
t,Glen Eira,Australia,-37.883222,145.0435229,Private room,1,1.0,1.0,1.0,53,2,29,99.0,f,1
f,Yarra Ranges,Australia,-37.87950454,145.3330976,Entire home/apt,13,2.0,5.0,7.0,613,2,25,93.0,f,1
f,Darebin,Australia,-37.75785717,145.0119407,Entire home/apt,3,1.0,2.0,2.0,78,2,4,95.0,f,1
t,Melbourne,Australia,-37.81656122,144.9715364,Entire home/apt,2,1.0,1.0,1.0,125,1,2,100.0,t,4
t,Melbourne,Australia,-37.8147749,144.9528051,Entire home/apt,4,1.0,1.0,1.0,96,5,24,93.0,t,1
t,Darebin,Australia,-37.76673622,145.0114331,Private room,2,1.0,1.0,2.0,28,2,12,95.0,f,4
f,Whitehorse,Australia,-37.81516582,145.1221783,Entire home/apt,4,1.0,1.0,2.0,119,1,15,83.0,t,36
f,Moreland,Australia,-37.7780654,144.977368,Entire home/apt,2,1.0,1.0,1.0,120,4,2,100.0,f,1
f,Port Phillip,Australia,-37.84409031,144.9537775,Entire home/apt,4,1.5,2.0,2.0,199,2,7,97.0,f,1
f,Melbourne,Australia,-37.81013763,144.9511393,Private room,2,1.0,1.0,1.0,71,2,13,92.0,f,1
f,Yarra,Australia,-37.79132073,144.9806123,Entire home/apt,2,1.0,1.0,1.0,118,1,7,94.0,f,1
f,Melbourne,Australia,-37.8251204,144.9627559,Entire home/apt,4,2.0,2.0,2.0,159,1,10,100.0,t,30
t,Melbourne,Australia,-37.80899763,144.9692707,Entire home/apt,4,1.0,2.0,2.0,150,3,7,97.0,f,6
f,Port Phillip,Australia,-37.86680082,144.9780102,Entire home/apt,3,1.0,2.0,2.0,136,6,22,96.0,f,1
f,Stonnington,Australia,-37.84496857,144.9952279,Entire home/apt,2,1.0,0.0,1.0,120,1,1,60.0,t,62
f,Port Phillip,Australia,-37.87092058,144.9770026,Private room,2,1.0,2.0,1.0,46,3,2,100.0,f,2
f,Melbourne,Australia,-37.81599891,144.9384005,Shared room,2,1.0,1.0,1.0,57,3,8,95.0,t,1
t,Yarra,Australia,-37.82074306,145.002564,Private room,2,1.0,1.0,1.0,75,2,22,100.0,t,1
f,Hobsons Bay,Australia,-37.8263391,144.8759861,Entire home/apt,6,2.5,3.0,3.0,251,3,12,98.0,f,1
f,Whitehorse,Australia,-37.85585907,145.1717275,Private room,2,1.0,1.0,1.0,35,1,2,80.0,t,1
f,Melbourne,Australia,-37.80610891,144.9625747,Entire home/apt,5,2.0,2.0,2.0,173,1,1,60.0,t,47
f,Monash,Australia,-37.87884723,145.1662196,Entire home/apt,4,2.0,2.0,2.0,280,3,1,100.0,t,6
f,Stonnington,Australia,-37.84497648,144.9966381,Entire home/apt,4,1.0,2.0,2.0,199,2,1,80.0,f,1
f,Melbourne,Australia,-37.81626548,144.9548541,Private room,2,1.0,1.0,1.0,96,2,51,95.0,t,1
t,Melbourne,Australia,-37.80876563,144.9573789,Entire home/apt,2,1.0,1.0,1.0,115,1,31,97.0,t,1
t,Port Phillip,Australia,-37.86639444,145.0004512,Private room,2,1.0,1.0,1.0,84,2,71,98.0,f,1
f,Melbourne,Australia,-37.80060103,144.9724775,Entire home/apt,6,1.5,3.0,3.0,300,3,34,99.0,f,1
f,Port Phillip,Australia,-37.86393062,144.9982395,Entire home/apt,4,1.0,2.0,2.0,114,1,28,90.0,f,1
f,Maribyrnong,Australia,-37.7749418,144.852991,Private room,2,1.0,1.0,1.0,37,2,23,90.0,t,2
f,Melbourne,Australia,-37.81638663,144.9534465,Entire home/apt,8,1.0,2.0,4.0,129,1,12,97.0,t,13
f,Melbourne,Australia,-37.80928185,144.9613543,Entire home/apt,4,1.0,1.0,2.0,138,1,16,95.0,t,38
f,Port Phillip,Australia,-37.85755512,144.9875167,Private room,2,1.0,1.0,1.0,50,4,71,96.0,f,1
f,Yarra,Australia,-37.80180897,144.9796069,Entire home/apt,4,2.0,2.0,3.0,170,3,33,99.0,f,1
f,Yarra Ranges,Australia,-37.90884942,145.3440895,Private room,2,1.0,0.0,1.0,120,1,5,96.0,t,1
f,Melbourne,Australia,-37.80153169,144.9726203,Private room,1,1.0,1.0,1.0,55,5,1,100.0,t,1
t,Moreland,Australia,-37.76684143,144.9700757,Entire home/apt,3,1.0,1.0,2.0,161,3,6,97.0,f,10
f,Port Phillip,Australia,-37.87228065,144.9853508,Entire home/apt,4,1.0,2.0,3.0,136,2,4,93.0,f,1
t,Melbourne,Australia,-37.80098419,144.9548875,Entire home/apt,6,2.0,2.0,2.0,138,2,8,95.0,t,1
t,Port Phillip,Australia,-37.88146633,144.9787948,Entire home/apt,5,3.0,2.0,3.0,150,2,20,97.0,f,1
f,Maroondah,Australia,-37.78094949,145.2757315,Private room,2,1.0,1.0,1.0,39,1,32,93.0,t,2
t,Yarra Ranges,Australia,-37.88279386,145.3822865,Private room,2,1.0,1.0,2.0,161,1,43,99.0,t,1
f,Melbourne,Australia,-37.82275411,144.9635545,Entire home/apt,6,1.0,2.0,2.0,188,1,360,96.0,t,9
t,Monash,Australia,-37.88723074,145.1065942,Private room,1,1.0,1.0,1.0,25,1,30,97.0,t,1
f,Stonnington,Australia,-37.83468772,144.9892367,Private room,2,1.0,1.0,1.0,60,1,12,96.0,f,1
f,Moonee Valley,Australia,-37.78341519,144.9383246,Private room,2,1.0,1.0,1.0,79,1,3,100.0,f,1
t,Frankston,Australia,-38.11142349,145.1276614,Entire home/apt,7,1.5,3.0,4.0,140,2,6,97.0,f,1
f,Bayside,Australia,-37.9028835,144.9875814,Entire home/apt,7,3.0,3.0,5.0,221,3,14,91.0,t,35
f,Melbourne,Australia,-37.81212245,144.9672996,Entire home/apt,5,1.0,2.0,5.0,180,1,8,86.0,t,1
f,Stonnington,Australia,-37.85454033,145.0520036,Entire home/apt,6,2.0,2.0,6.0,289,2,8,93.0,f,33
t,Melbourne,Australia,-37.81462151,144.9893676,Entire home/apt,3,1.0,1.0,2.0,125,2,98,93.0,f,1
f,Port Phillip,Australia,-37.8621704,144.978645,Private room,3,1.0,0.0,1.0,130,1,5,72.0,f,2
t,Moreland,Australia,-37.76194741,144.9628833,Private room,2,2.5,1.0,1.0,60,1,74,97.0,f,2
f,Darebin,Australia,-37.75516565,145.0011127,Private room,2,1.0,1.0,1.0,64,1,34,95.0,t,3
t,Frankston,Australia,-38.14784481,145.1303074,Entire home/apt,2,1.0,1.0,1.0,98,2,44,99.0,f,1
f,Stonnington,Australia,-37.85126333,144.994216,Private room,2,1.0,1.0,1.0,80,1,6,100.0,f,2
f,Whittlesea,Australia,-37.62826794,145.0030558,Private room,2,1.5,1.0,1.0,50,3,5,92.0,f,1
f,Greater Dandenong,Australia,-37.94663155,145.1396986,Private room,1,1.0,0.0,1.0,40,3,1,100.0,f,1
t,Melbourne,Australia,-37.8240014,144.9641806,Entire home/apt,6,1.0,2.0,0.0,190,3,19,99.0,f,3
f,Melbourne,Australia,-37.8157415,144.9533165,Entire home/apt,8,1.0,2.0,5.0,130,1,6,97.0,t,5
t,Port Phillip,Australia,-37.83961927,144.9384511,Entire home/apt,2,1.0,1.0,1.0,96,2,15,99.0,f,1
f,Melbourne,Australia,-37.80924102,144.9624894,Entire home/apt,3,1.0,1.0,1.0,136,1,9,91.0,t,6
t,Melbourne,Australia,-37.81188914,144.9589965,Entire home/apt,4,1.0,1.0,2.0,129,1,24,99.0,t,8
